all,quarter,industry_section_code,industry_section,industry_division,number_of_persons_engaged_total,number_of_persons_engaged_male,number_of_persons_engaged_female,number_of_vacancies,number_of_establishments
All,2018 Q3,E,"Sewerage, waste management and remediation services",Sewerage,159,119,40,4,25
All,2018 Q3,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3269,2205,1064,135,366
All,2018 Q3,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,4,3,1,0,4
All,2018 Q3,F,Construction,Construction sites (manual workers only),107603,95174,12429,515,1505
All,2018 Q3,F,Construction,Public sector sites,42114,38771,3343,459,618
All,2018 Q3,F,Construction,Public sector building sites,21264,19354,1910,18,254
All,2018 Q3,F,Construction,Public sector civil engineering sites,20850,19417,1433,441,364
All,2018 Q3,F,Construction,Private sector sites,65489,56403,9086,56,887
All,2018 Q3,F,Construction,Private sector building sites,63600,54648,8952,54,802
All,2018 Q3,F,Construction,Private sector civil engineering sites,1889,1755,134,2,85
All,2018 Q3,G,"Import/export, wholesale and retail trades",Import and export trade,476020,248894,227126,6231,100181
All,2018 Q3,G,"Import/export, wholesale and retail trades",Wholesale,59902,33901,26001,1334,13489
All,2018 Q3,G,"Import/export, wholesale and retail trades",Retail trade,273115,104578,168537,8014,64160
All,2018 Q3,H,"Transportation, storage, postal and courier services",Land transport,44646,38261,6385,1339,1665
All,2018 Q3,H,"Transportation, storage, postal and courier services",Water transport,11388,7247,4141,155,402
All,2018 Q3,H,"Transportation, storage, postal and courier services",Air transport,28337,10981,17356,295,169
All,2018 Q3,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,81085,51451,29634,2340,7077
All,2018 Q3,H,"Transportation, storage, postal and courier services",Postal and courier services,14560,10461,4099,350,824
All,2018 Q3,I,Accommodation and food services,Accommodation services,41514,21668,19846,2197,1262
All,2018 Q3,I,Accommodation and food services,Food and beverage services,251611,111636,139975,12061,17961
All,2018 Q3,J,Information and communications,Publishing,19081,10277,8804,366,1548
All,2018 Q3,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",16459,9936,6523,239,2865
All,2018 Q3,J,Information and communications,Telecommunications,19949,12502,7447,485,362
All,2018 Q3,J,Information and communications,Information technology services,46359,35076,11283,1462,8625
All,2018 Q3,J,Information and communications,Information services,7244,4017,3227,237,1167
All,2018 Q3,K,Financing and insurance,Financial services (except insurance and pension funding),140095,68374,71721,3462,8142
All,2018 Q3,K,Financing and insurance,Insurance,17437,7125,10312,731,175
All,2018 Q3,K,Financing and insurance,Services auxiliary to financial and insurance services,73660,36376,37284,1839,18220
All,2018 Q3,L,Real estate,Real estate,133922,79333,54589,4298,16812
All,2018 Q3,M,"Professional, scientific and technical services",Legal and accounting services,55125,24945,30180,1025,8449
All,2018 Q3,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,39856,17919,21937,1076,9025
All,2018 Q3,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",42383,28634,13749,781,3554
All,2018 Q3,M,"Professional, scientific and technical services",Scientific research and development,2988,2045,943,218,294
All,2018 Q3,M,"Professional, scientific and technical services",Advertising and market research,15099,8025,7074,349,3639
All,2018 Q3,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",25906,14785,11121,632,9643
All,2018 Q3,N,Administrative and support services,Rental and leasing services,3563,2339,1224,143,753
All,2018 Q3,N,Administrative and support services,Employment services,19636,8694,10942,593,3045
All,2018 Q3,N,Administrative and support services,"Travel agency, reservation service and related services",19700,7548,12152,474,2897
All,2018 Q3,N,Administrative and support services,Security and investigation services,53768,35006,18762,2211,242
All,2018 Q3,N,Administrative and support services,Services to buildings and landscape care,84349,29194,55155,2252,1840
All,2018 Q3,N,Administrative and support services,"Office administrative, office support and other business support services",21562,10454,11108,458,5310
All,2018 Q3,P,Education,Education,202230,74477,127753,4831,16040
All,2018 Q3,Q,Human health and social work services,Human health services,129820,35107,94713,2914,8723
All,2018 Q3,Q,Human health and social work services,Residential care services,32623,5106,27517,2995,1152
All,2018 Q3,Q,Human health and social work services,Social work services,31271,7463,23808,902,2091
All,2018 Q3,R,"Arts, entertainment and recreation",Creative and performing arts activities,4686,2529,2157,51,1883
All,2018 Q3,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",725,244,481,18,90
All,2018 Q3,R,"Arts, entertainment and recreation",Amusement parks and theme parks,7854,3952,3902,636,11
All,2018 Q3,R,"Arts, entertainment and recreation",Sports and other entertainment services,36148,18363,17785,1977,1461
All,2018 Q3,S,Other services,Activities of membership organisations,11171,4582,6589,410,1378
All,2018 Q3,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",19197,15661,3536,644,6688
All,2018 Q3,S,Other services,Other personal services,47231,13399,33832,1672,12413
All,2018 Q4,C,Manufacturing,Manufacture of food products,27616,13794,13822,1470,1398
All,2018 Q4,C,Manufacturing,Manufacture of beverages,3280,2390,890,52,39
All,2018 Q4,C,Manufacturing,Manufacture of tobacco products,574,367,207,32,4
All,2018 Q4,C,Manufacturing,Manufacture of textiles,2106,904,1202,28,383
All,2018 Q4,C,Manufacturing,Manufacture of wearing apparel,3597,1605,1992,4,563
All,2018 Q4,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",350,251,99,1,114
All,2018 Q4,C,Manufacturing,Manufacture of paper and paper products,699,456,243,1,206
All,2018 Q4,C,Manufacturing,Printing and reproduction of recorded media,12661,8631,4030,130,2111
All,2018 Q4,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,1543,854,689,42,183
All,2018 Q4,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",5354,2128,3226,154,223
All,2018 Q4,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",1927,1152,775,34,245
All,2018 Q4,C,Manufacturing,Manufacture of other non-metallic mineral products,1579,1292,287,28,190
All,2018 Q4,C,Manufacturing,Manufacture of basic metals,948,784,164,20,59
All,2018 Q4,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),2277,1833,444,5,570
All,2018 Q4,C,Manufacturing,"Manufacture of computer, electronic and optical products",2293,1268,1025,26,187
All,2018 Q4,C,Manufacturing,Manufacture of electrical equipment,1252,855,397,15,146
All,2018 Q4,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,1363,1127,236,5,226
All,2018 Q4,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,361,284,77,16,72
All,2018 Q4,C,Manufacturing,Manufacture of furniture,342,242,100,20,125
All,2018 Q4,C,Manufacturing,Other manufacturing,5565,3396,2169,79,1103
All,2018 Q4,C,Manufacturing,Repair and installation of machinery and equipment,14410,11951,2459,778,1200
All,2018 Q4,B,Mining and quarrying,Quarrying and other mining of non-metal ores,31,31,0,0,1
All,2018 Q4,D,Electricity and gas supply,Electricity and gas supply,7919,6375,1544,100,10
All,2018 Q4,E,"Sewerage, waste management and remediation services",Sewerage,162,121,41,3,26
All,2018 Q4,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3236,2247,989,89,364
All,2018 Q4,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,7,5,2,0,4
All,2018 Q4,F,Construction,Construction sites (manual workers only),103017,90649,12368,853,1489
All,2018 Q4,F,Construction,Public sector sites,37716,34913,2803,455,629
All,2018 Q4,F,Construction,Public sector building sites,20556,18803,1753,28,291
All,2018 Q4,F,Construction,Public sector civil engineering sites,17160,16110,1050,427,338
All,2018 Q4,F,Construction,Private sector sites,65301,55736,9565,398,860
All,2018 Q4,F,Construction,Private sector building sites,63218,53781,9437,374,788
All,2018 Q4,F,Construction,Private sector civil engineering sites,2083,1955,128,24,72
All,2018 Q4,G,"Import/export, wholesale and retail trades",Import and export trade,474758,244615,230143,5830,99986
All,2018 Q4,G,"Import/export, wholesale and retail trades",Wholesale,59676,35563,24113,1196,13450
All,2018 Q4,G,"Import/export, wholesale and retail trades",Retail trade,274077,105236,168841,8766,64238
All,2018 Q4,H,"Transportation, storage, postal and courier services",Land transport,44466,37755,6711,1180,1643
All,2018 Q4,H,"Transportation, storage, postal and courier services",Water transport,11500,6982,4518,104,402
All,2018 Q4,H,"Transportation, storage, postal and courier services",Air transport,28606,10851,17755,278,170
All,2018 Q4,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,80604,50381,30223,2287,7150
All,2018 Q4,H,"Transportation, storage, postal and courier services",Postal and courier services,14963,11020,3943,405,829
All,2018 Q4,I,Accommodation and food services,Accommodation services,42234,22151,20083,2113,1271
All,2018 Q4,I,Accommodation and food services,Food and beverage services,252044,110491,141553,11794,18138
All,2018 Q4,J,Information and communications,Publishing,19122,10398,8724,385,1551
All,2018 Q4,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",16659,9574,7085,257,2911
All,2018 Q4,J,Information and communications,Telecommunications,19896,12468,7428,478,368
All,2018 Q4,J,Information and communications,Information technology services,46966,35214,11752,1401,8692
All,2018 Q4,J,Information and communications,Information services,7292,4299,2993,259,1186
All,2018 Q4,K,Financing and insurance,Financial services (except insurance and pension funding),141123,69616,71507,3591,8254
All,2018 Q4,K,Financing and insurance,Insurance,17400,7282,10118,657,176
All,2018 Q4,K,Financing and insurance,Services auxiliary to financial and insurance services,74957,38182,36775,1829,18418
All,2018 Q4,L,Real estate,Real estate,134972,79672,55300,3988,16911
All,2018 Q4,M,"Professional, scientific and technical services",Legal and accounting services,55811,25262,30549,1177,8538
All,2018 Q4,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,40423,19317,21106,984,9093
All,2018 Q4,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",42807,29331,13476,637,3600
All,2018 Q4,M,"Professional, scientific and technical services",Scientific research and development,3106,2083,1023,169,310
All,2018 Q4,M,"Professional, scientific and technical services",Advertising and market research,15213,8473,6740,290,3663
All,2018 Q4,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",26561,15464,11097,626,9760
